"symbol","report_date","speaker","title","msg","source_url"
"PNW","2025-08-06",NA,NA,"Good day, everyone, and welcome to the Pinnacle West Capital Corporation 2025 Second Quarter Earnings Conference Call. At this time, all participants are on a listen-only mode. If you have any questions or comments during the presentation, you may press *1 on your phone to enter the question queue at any time, and we will open the floor for your questions and comments after the presentation. It is now my pleasure to turn the floor over to your host, Amanda Ho. Ma'am, the floor is yours.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"Thank you, Matthew. I would like to thank everyone for participating in this conference call and webcast to review our second quarter earnings, recent developments, and operating performance. Our speakers today will be our Chairman, President, and CEO, Ted Geisler, and our CFO, Andrew Cooper. Jacob Tetlow, COO, is also here with us. First, I need to cover a few details with you. The slides that we will be using are available on our investor relations website, along with our earnings release and related information. Today's comments and our slides contain forward-looking statements based on current expectations, and actual results may differ materially from expectations. Our second quarter 2025 Form 10-Q was filed this morning.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"Please refer to that document for forward-looking statements, cautionary language, as well as risk factors and MD&A sections, which identify risks and uncertainties that could cause actual results to differ materially from those contained in our disclosures. A replay of this call will be available shortly on our website for the next 30 days. It will also be available by telephone through August 13, 2025. I will now turn the call over to Ted.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"Thank you, Amanda, and thank you all for joining us today. Our second quarter financial results are in line with our annual guidance. Before Andrew discusses the details of these results, I'll provide a few updates on recent operational and regulatory developments. As we progress through the summer season, I'm very proud to share our team continues to excel in delivering reliable service to our customers. For the third consecutive year, we set a new peak energy demand record. Our customers reached a new peak on July 9 at more than 8,500 megawatts when Phoenix reached 118 degrees, more than a 300-megawatt increase from last year's peak. We may surpass this again tomorrow as temperatures are expected to reach at least 118 again. We take our responsibility to reliably and affordably serve our customers seriously through robust planning, resource procurement efforts, and a dedicated team.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"I want to recognize our planners, engineers, operators, field teams, everyone that makes up the APS workforce for doing an exceptional job making sure our customers continue to experience reliable service through our summer season. Setting a new peak does not come as a surprise since our state continues experiencing growing customer demand, steady population growth, and economic diversity. The Arizona Commerce Authority just reported a record-breaking year in fiscal 2025 with a projected 24,000 jobs created in the state and businesses committed to investing over $31 billion in Arizona communities. For the second year in a row, Arizona earned the top spot by Site Selection Magazine for attracting business investment in the mountain region. Additionally, CNBC recently ranked Arizona in the top three states for infrastructure, which takes into account how states are delivering on customer power and data demands.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"We're working diligently with our customers and community leaders to develop the new infrastructure needed to power our state's growth. In fact, TSMC announced earlier this month that it plans to accelerate production timelines for some planned facilities by several quarters, and we're developing accelerated construction schedules now to meet their needs. Our all-of-the-above approach to resource planning is ensuring that we deliver reliable service to our customers every day and in the moments when it matters most, like this week. The cornerstone of our balanced energy portfolio is the Palo Verde Nuclear Generating Station, which celebrated its 40th anniversary this year. We continue to invest in Palo Verde for the long term. Although we have already secured 20-year license extensions to continue operating into the 2040s, we're taking steps now to prepare for subsequent license renewals into the 2060s.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"In addition, we recently contracted to exercise a buyout option of 94 megawatts previously contracted under sale leaseback. This will allow us to continue providing reliable and low-cost baseload energy to our customers for decades to come. In addition to nuclear, natural gas continues to be an important part of our diverse resource portfolio. We are already developing 675 megawatts of additional natural gas generation to support reliability. Earlier today, we announced a project with Transwestern Pipeline Company to support the Desert Southwest pipeline expansion. The new pipeline will help maintain year-round regional energy reliability by expanding transport capacity of natural gas from the Permian Basin to Arizona, enabling new gas generation infrastructure to be built in support of our customers into the next decade and beyond.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"This new pipeline was a critical milestone for our team to secure before proceeding further with procuring new gas generation needed to support Arizona's reliability and growth. We expect the pipeline project to be in service by 2030, and we will be coordinating the development of new gas-fired generation to be in service coincident with this timing. In addition to generation, we continue to make progress on our transmission investments and are on track to complete multiple transmission and substation projects for our growing customer base. With the tremendous growth and critical need to build out the grid, we have increased our investment in transmission infrastructure and expect this to continue being a strong component of our capital plan well into the future. We are evaluating additional opportunities to build jurisdictional transmission for the benefit of our customers and look forward to providing additional information on this in the future.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"As Arizona continues to grow at unprecedented levels, reliable service for our customers is our top priority, which has led us to update our clean energy goal from zero carbon to carbon neutral by 2050. We're also transitioning away from interim targets to better reflect our near-term focus of reliability and affordability for our customers, and instead will report interim progress in our resource plans going forward. We will rely on the integrated resource planning process to forecast the right energy mix and our all-source RFP process to support reliability through best-fit least-cost resources, including dispatchable resources such as natural gas plus solar and storage. Turning to our regulatory updates, we filed a rate case on June 13. Key components of the filing include a 10.7% return on equity, 1% return on the fair value increment, 52.4% equity layer, and 12 months of post-test year plan.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
"PNW","2025-08-06",NA,NA,"We requested an increase of annual revenue of $580 million, with rates to be in effect in the back half of 2026. Since our filing, a procedural schedule has been issued, which shows a hearing in May and a final open meeting vote in October of 2026. The rate case supports investments in our energy infrastructure to ensure that all customers continue to receive the reliability they count on and increased resiliency under all weather conditions. We're focused on investments to protect the grid from extreme weather and have invested in programs such as vegetation management, predictive maintenance, and wildfire early detection and mitigation tools. On a related note, HB 2201, the state's wildfire mitigation bill, received bipartisan support from the Arizona legislature and was recently signed into law by Governor Hobbs.","https://www.marketbeat.com/earnings/reports/2025-8-6-pinnacle-west-capital-co-stock/"
